name,reviews.rating,reviews.text,reviews.title
hyatt house seattle/downtown,5,"great location, stayed here for 1 night. a short walk to the water front but longer back as up hill. great night life locally. breakfast in the morning was better then expected, the room was a twin room and was perfect with great views of the tower. staff very help full.robbo3556,we are sincerely appreciative of your complimentary remarks on your experience at the hyatt house seattle downtown. i have shared your feedback with the team as we pride ourselves on the things we do right and how we can continually improve. safe travels we hope to see you again while visiting the area!sarah junge","so glad i booked here, will head straight back next time"
hyatt house seattle/downtown,2,"housekeeping left my door unlocked, and at the end of my stay the staff charged the wrong credit card. the people were pleasant, but if i had a choice between brusque staff who did their jobs properly and pleasant people who did not, i'd take brusque.paul m,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. i sincerely apologize about the inconveniences during your stay and will use your review to make the appropriate changes to improve our guest experience. your feedback is essential to us and we hope to have the opportunity as our guest once again. sarah junge","door left unlocked, wrong credit card charged"
hyatt house seattle/downtown,2,i asked for my parking spot as a guest and they respond they were full and send me across the street to park my car to komo plaza and pay 60 usd by my own for 2 nights. at least i was expected any courtesy or a refund of 60 usd from the hotel.too bad.,no parking spot as a guest
hyatt house seattle/downtown,4,"i really enjoyed my stay at the hyatt house, the service is excellent and the rooms good. the rooms are spacious but more comparable to a studio apartment than a regular hotel room. the location even though it is next to the space needle is a tad bit inconvenient. there are very few decent restaurants in the area but having said that the hotel offers free transportation within a one mile radius of the hotel. additionally there is a monorail that goes from the space needle to downtown.the free breakfast buffet is comparable to most other hotels of this kind but the area was definitely more clean and organized than the norm.mark j,thank you for staying with us next to the space needle! we love our incredible location and are ecstatic that you felt the same way. as one of the newest members to the hyatt family, we are more than appreciative of your feedback and am glad to see you enjoyed your stay. we pride ourselves on our guest satisfaction and hope to see you again soon in the near future.sarah junge",comfortable rooms and good service
hyatt house seattle/downtown,1,"never had such bad experience before. stayed in this hotel for 9 nights, there were so many incidents happened during my stay.first night, i requested double room when i check in, they gave me three times twin room.and i asked for a room with the view, they said i have to pay 6usd extra, which i agreed, then i found it was much more than what i have been told. second night, i was being locked outside of my room. after changing the key card three times, they found out that it was the lock issue,they asked me to wait in the lobby till midnight, and then arranged me a room next door,which was not even cleaned thoroughly. yuk, imagine that sleeping at a room with someone else left belongings.third day, i was being notified that the lock of my room was fixed, so i can move back to my own room, such a relief, i was wondering what i am gonna do if i couldnt get back to my room, since all my stuffs are there. so i took a quick shower before going back to my room. guess what i have found out when i change back to my own room the door was left unlocked and nobody was there!!! i had to quick check if anything was missing. just when i decided to relax a bit in my room, someone came in my room without even knocking my door. he left immediately when he saw i was in the room without saying a word. i went to ask what that was for, he told me he just want to confirm if i need room service. i think that makes sense, and i answered yes, i need. but why didnt he knock first i went out for sightseeing during the day, when i get back to the room, it was exact the same as i left, nobody came to clean it. so i called them to ask why they didnt do the housekeeping since they came to my room specifically to ask if i require room service, which i answered yes, in the morning. they did send someone over to do it though after that phone call.fourth day, since i thought they just did the cleaning the late night before, i left my room with dnd sign on the door. guess what happened my room was cleaned!!! whats more, i was locked in the elevator for nearly ten minutes that night, and i had to call for help.fifth day, i found my credit card has been charged by the hotel with a strange amount of money. so i called them to ask why. the person who answered the phone said they will investigate and get back to me. i was waiting and waiting, still no answer, until i get back to the hotel at the night, i had to explain myself again with what happened to another their staff. yet, still no answer.sixth day, they charged my credit card again, which makes me so furious, since they just did whatever they want without asking for my permission. seventh day, after i called four times, finally, they found the reason why my credit card has been charged.because they didnt preauthrize enough money when i checked in, so they have to do it again and again. i said why it is different amount of money then, they couldnt give me a straight answer. and when i asked why they didnt inform me first yet, no straight answer.eighth night, i have been charged again, but i could guess what it was for already.the check out day was the most smooth day during my entire stay. i asked them to print my bill. and i am so glad that i did.to be fair, the location of this hotel is really nice, since it is just next to the space needle. the breakfast is too blunt. strong smell of the decoration for not only the lobby, also the room. but the attitude of their staff is really good. and they are actually quite helpful. so i wasnt going to write my experience until today when i saw the final invoice i was being charged around 60usd for parking fee. ironically, i dont even have a driving license, and i have never drove a car!!! this is soooooooo ridicules. i have stayed in many hotels in variety locations around the world, never suffered as badly as in this hotel. worst experience ever and super disappointed.dear mgx2222,thank you so much for choosing to stay at hyatt place during your recent trip to seattle. i would like to first and foremost apologize on behalf of the hotel and entire staff for the unsatisfactory experience you encounter during your recent visit. we really appreciate you taking the time to share your experience on tripadvisor. i could make excuses about the newness of the hotel and the lack of experience of our staff, but that doesnt rectify your inconvenience. its important for us to hear the feedback from our guests, as we want to improve and make the necessary changes that lead to positive experiences. we are addressing these concerns with the appropriate departments. we always want to be a part of great travel memories. please let us know when you come back to seattle as we would love to welcome you back!sincerely, sarah junge",worst experience ever
hyatt house seattle/downtown,5,"this is a relatively new hotel, conveniently located across from the space needle and seattle center. the location is perfect, the staff is so cordial and accommodating that my stay was perfect. if you are coming to seattle, this is the place.roger h,thank you for staying with us next to the space needle! we love our incredible location and are ecstatic that you felt the same way. as one of the newest members to the hyatt family, we are more than appreciative of your feedback and am glad to see you enjoyed your stay. we pride ourselves on our guest satisfaction and hope to see you again soon in the near future.sarah junge",excellent hotel stay
hyatt house seattle/downtown,3,"despite booking the room type that you think you are getting online, you may find out that the room looks nothing like what you see in the pictures and what is described. the hotel is newer, in a great location and parking is more affordable than most hotels. if the room type is something that you look for in booking a hotel, then my suggestion is go in with low expectations. hello!thank you for taking the time to review our hotel. while we have a number of different room configurations, all of the photographs on our website are taken here at the hotel and are of the specific room types they advertise. it sounds like we made a mistake with your reservation, which is definitely not typical. i am so sorry that was your experience and hope to have a chance to serve you again in the future. please don't hesitate to reach out to us if you are coming back to seattle. we would be happy to take the time to double-check that your preferences are being honored, as is our standard operating procedure. thank you again and safe travels to you, wherever you go!",rooms
hyatt house seattle/downtown,5,"this is one of the nicest hotels we've stayed in. we arrived the day before our cruise, and check-in went very smoothly. we shared a room with our daughter and son-in-law, a very spacious room with two queen beds in a separate room, plus a comfortable to sleep on sofa. it had a little kitchenette with a fridge and microwave. although we didn't use that feature, it would be handy to have if we'd have been staying longer than overnight. the hotel has great technology, lighting controlled with your room card as soon as you enter the room, a great tv in both rooms, and a very nice kitchen island to sit at and eat our awesome cheesecake we got to bring back for a snack. the front desk obtained great transportation for us to the pier the next morning, at a very nominal cost of 10/pp. this hotel is located within walking distance of places to visit, the space needle (right across the street!), the chihuly museum and garden, and many places to eat close by. free breakfast was included in our stay the food was varied, plentiful, and excellent quality. we also booked a room for the following friday when we arrived back in seattle from our cruise, and stayed that night to go sightseeing during the day. same great lodging, although a smaller room since it was just for two, and arranged transport again to the airport. we were too early to check in on that day, so they stored our luggage for us, and then texted us when our rooms were ready. we would definitely stay here again!",great hotel!
hyatt house seattle/downtown,4,"can't beat the location near the space needle, museums, key arena, seattle center and the monorail having a microwave, stove top, small frig also helps save money. the buffet breakfast has lots of cold and hot options. staff are surprisingly diverse and friendly. parking also available underground for a fee that costs just about the same as anywhere else in that area..margaret irene j,we are sincerely appreciative of your complimentary remarks on your experience at the hyatt house seattle downtown. i have shared your feedback with the team as we pride ourselves on the things we do right and how we can continually improve. safe travels we hope to see you again while visiting the area!sarah junge",great location and nice ameneties
hyatt house seattle/downtown,4,"the location is fabulous .... we were on the second floor and monorail noise was a little loud - we had no view but i'm sure some would be amazing. we did enjoy the very filling breakfast each morning as well as the shuttle service to pike place, the aquarium and target.",good spot and great breakfast!
hyatt house seattle/downtown,5,"hotel was clean andbexs were comfortable. hotel is in a great location across the street from the space needle. staff was very friendly and helpful. the breakfast was superb many different items to choose from and they even has a omelette stationdear johna2018gn,thank you for taking the time to review our hotel on trip advisor. we very much appreciate the feedback. i am pleased to see that you felt your stay with us was worthy of five stars. this is what we strive for as hoteliers. i will pass on to the staff your nice compliments..i know they will appreciate them. on behalf of the entire staff i thank you again and i hope you visit us again soon! most sincerely jonathan",hyatt house seattle
hyatt house seattle/downtown,5,"i really enjoyed staying at the hyatt house, the room was comfortable, the shower was great. the staff was very attentive and the shuttle easy to take to local spots in the area. a really comfortable place to be when you're away from home.erika w,we are sincerely appreciative of your complimentary remarks on your experience at the hyatt house seattle downtown. i have shared your feedback with the team as we pride ourselves on the things we do right and how we can continually improve. safe travels we hope to see you again while visiting the area!sarah junge",just right...
hyatt house seattle/downtown,5,"i enjoyed my stay at the hyatt. very nice hotel. staff was very friendly and shuttle a bonus. breakfast included.. clean and decor was very nice. all services excellent. i recommend staying here. close to all attractions.scott b,thank you for taking the time to submit such pleasant comments about us at the hyatt house seattle downtown. we are so ecstatic to hear you enjoyed your spacious guest room, morning breakfast spread, and unbeatable location next to the space needle. we look forward to hosting you in the future until then, happy travels!sarah junge",nice place
hyatt house seattle/downtown,5,"my teenage daughter had a dance across the emp and this was literally across the street ! the view is amazing and the place was very chill and for a hotel chain, it felt like a local neighborhood place as everyone at the front desk were so friendly and helpful particularly a shout out to the shy and very sweet matthew. they do have things you can borrow from weight scale to clothes steamer, but only a handful so it's usually checked out. parking downstairs but they have a 24 hour shuttle that can take you around town.petitejetsetter,it was a pleasure accommodating you recently at the hyatt house seattle downtown and we sincerely appreciate the glowing review! i have shared your feedback with the team (highlighting matthew) regarding your experience and will strive to make sure we are exceeding all of our guests expectations. please let us know when you visit next as we look forward to having you as our guest!sarah junge","great location, great hotel, and just amazing hospitality"
hyatt house seattle/downtown,5,"this is an awesome hotel! the staff was very nice and extremely helpful. the hotel is modern and beautiful. the location is excellent, right across the street from the space needle. the roof top terrace is lovely day or night with an amazing view of the space needle. easy to get to downtown via a 2.25 trip (each way) on the monorail to westlake center. from westlake center, it's just a 10 minute walk to pike place. the hotel also provides shuttle service within a mile.cheryl h,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. we are thrilled to hear that you created wonderful memories throughout seattle and utilized the amenities within our beautiful new hotel. i will pass on your kind words to the staff, they will all be bursting with excitement knowing they made a difference. we are always trying to leave our guests with lasting memorable experiences. please let us know when you plan on returning to seattle as we would love to you welcome you as our guest again!sarah junge",beautiful hotel right next to space needle/seattle center
hyatt house seattle/downtown,2,"hard to believe that a hyatt hotel would not have parking for guests - was directed down the street. ugh. should be notified on web page of this. hyatt should consider removing the hyatt name from this brandraymond m,thank you for staying with us at the hyatt house seattle downtown. i genuinely apologize for the trouble you experienced with parking at our hotel and appreciate the time you took to write this review. please know we continue to strive to meet all of our guests needs and expectations. in the future, we hope you will give us another try and find your stay much improved to the last.sarah junge",poor parking capacity
hyatt house seattle/downtown,5,"i've stayed at hyatt house seattle during the spring break. my family really enjoy the stay there. i would strongly recommend people with kids to stay in this hotel because of the convenient location. it is right next to the space needle, emp museum and the chihuly garden museum. ride the ducks of seattle office is right across the street from the hotel, so, we were able to also join the tour conveniently right after our visit at the playground right next to the emp. it is a very fun playground for kids. the breakfast is good at the hotel. so, next time you go to seattle, hyatt house should be one of your choice.osaka2010,thank you for staying with us next to the space needle! we love our incredible location and are ecstatic that you felt the same way. as one of the newest members to the hyatt family, we are more than appreciative of your feedback and am glad to see you enjoyed your stay. we pride ourselves on our guest satisfaction and hope to see you again soon in the near future.sarah junge",very convenient. excellent location
hyatt house seattle/downtown,3,"1) when we arrived we were not able to pay for underground parking because they had let non-hotel guests use the parking lot. i find it totally unacceptable. we were redirected to a lot across the street. 2) the coffee in the lobby it was very weak and often unavailable - left empty. 3) the rooms were in good shape however absolutely terrible noise problems. whether there was poor insulation through the walls or just noisey all around. we were kept up past 2am due to noise through the walls and the next level above, this happened several of the 4 nights we were there 4) a couple of the days we had to call down because our room was still not clean at 4:30pm. the worst was when we were planning to settle in for the night because we had a 6 am check in for an operation at the hospital the next day and we had to call down to our room cleaned.at over 400 a night we should not have to have dealt with these problems. the staff was polite enough but certainly did not seem to care about the inconveniences that we had during our stay, they were not rude but they were not apologetic about what was going on.a simple i am very sorry and we will do our best to fix this would have gone a long wayon the positive side1) comfortable beds however horrible pillows 2) great location with a shuttle to all the main attractions 3) absolutely excellent breakfast. it is complementary and fabulous 4) kitchenettes in rooms were very nice to have",lacked some basic conveniences
hyatt house seattle/downtown,5,"from the minute i arrived it felt like i was staying at a friends, very warm and welcoming. great location and staff was friendly. told all my coworkers and recommended the hotel for them to stay in at their next visit to seattle!dear edwardo devinci,thank you for completing a tripadvisor review regarding your recent stay at our hotel. please know that your feedback is extremely valuable to us and we will utilize your response to make every guest experience the best it can be. i am glad to hear that you and your enjoyed the view and felt very warm and welcoming! this is our objective. we greatly appreciate your 5 star review it will be celebrated with the hotel. if i can be of any assistance to you, please contact me directly. we very much appreciate your business and hope to see you again soon! thank you for the recommend as well! sincerely,jon",hotel with a view
hyatt house seattle/downtown,5,"great location(it is next to space needle and emp museum. i would recommend to stay the whole day in this area. walking distance to pike market or you can use the hotel shuttle to go there.). very clean room. great breakfast buffet. i strongly recommend this hotel.junjun t,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. we are thrilled to hear that you created wonderful memories throughout seattle and utilized the amenities within our beautiful new hotel. i will pass on your kind words to the staff, they will all be bursting with excitement knowing they made a difference. we are always trying to leave our guests with lasting memorable experiences. please let us know when you plan on returning to seattle as we would love to you welcome you as our guest again!sarah junge",excellent experience
hyatt house seattle/downtown,5,"we used our hyatt points for this stay. it was our first time redeeming points, the staff was very friendly and helpful, check-in was a breeze. we used their free shuttle service to go to pier 55. the shuttle was very easy and convenient to use. the location of this hotel is wonderful if you are doing any activities downtown.michele s,it was a pleasure to have you as our guest recently at the hyatt house seattle downtown and it is exciting to hear that you found the staff to be helpful and inviting. i will share your feedback with all of the team who has been consistently recognized as exceeding customer service standards. we appreciate the positive comments and will look forward to your future visits to seattle.sarah junge",loved the location and shuttle service
hyatt house seattle/downtown,5,"this is one of the best hotels i have stayed at, if not the best. we stayed for 5 nights.the room was beautiful, with a high end modern design. we stayed in a king bed studio on the 8th floor, which was the top. the bathroom had a cool sliding door, and the shower was big and very nice. the comfortable bed was separated from the area with the couch with an awesome wall divider and a swiveling tv, which was very convenient. we didn't really utilize the kitchen because we ate the complimentary hotel breakfast which kept us full until we ate out for an early dinner everyday, but it is a great feature it had a microwave, stove, dishwasher, and a majority of the dishes, utensils, and pans you would need.speaking of the hotel breakfast, it was great. there were eggs and potatoes everyday, but they changed up the breakfast meat daily and alternated between pancakes and french toast. there were muffins, pastries, fruit, toast, cereal, oatmeal...the list goes on and on. you just have to get out of bed and get down there before it gets crazy, because the lines could be very long, and it got pretty crowded. the wait for an omelette was about half an hour usually, so i only got it once, but i like just regular scrambled eggs anyway, which was served daily. the staff worked hard to keep it stocked, but with an entire hotel full of people all trying to get food in a few hours, it could get frustrating to wait in line and see that what you wanted has run out temporarily when it got to be your turn. but overall, it was really nice with a great variety.our room was on the side of the building that faced the space needle, which was right across the street. it was a great view of the space needle itself and of the hillsides of the surrounding area. the door to the rooftop patio was right across the hall from our room, which was great and super convenient, and didn't add any noise whatsoever. there were fire pits, ample seating, tables, and a great view on the roof.the location was great, made even better by the hotel shuttle, which will take you up to a mile away from the hotel, and pick you up as well. the shuttle drivers were amazing and kind, and this service was super helpful. for the first couple of days we walked everywhere, but that came with sore, blistered feet, so it was nice to be driven closer to our destinations. the park surrounding the space needle was really nice, and super close. when we didn't want to commit to a full-on adventure, but wanted to get out and about, we would just walk across the street and explore the park and sit by the giant dome fountain, which changes how it sprays the water and was super fun to watch, and if you want to get wet, play in.a downside to the stay was the slow elevators. the first couple of days, it could take 5 minutes or more for the elevator to come, but after a lot of people seemingly checked out after the weekend, it got a lot better, but there was definitely a wait. being on the top floor, although awesome, may have contributed to this, as when you got on the elevator it went pretty quick, so maybe it was busy with the lower floors before it went up to us.the cherry on top was the staff. everyone, and i mean everyone, was so nice and helpful. the people who ran the front desk were always polite and helpful with any of our questions whether it was over the phone or at the desk.we had a great time, and would love to come back to this hotel.dear travelingrachel1,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your visit on tripadvisor. we are so happy to hear that you created wonderful memories, enjoyed the views of the iconic space needle from your guest room and relaxed on the rooftop terrace right outside your front door. i will pass on your kind words to the staff, i know they will be over the moon with excitement that they truly made a difference. we are always trying to leave our guests with lasting memorable experiences. please let us know when you plan on retuning to seattle as we would love to you welcome you as our guest again!sincerely, sarah junge",fantastic experience!
hyatt house seattle/downtown,4,"large new rooms with kitchenette. has a rooftop terrace where you can bbq and gather with friends with a great view. staff very friendly and helpful. has a free breakfast. space needle and chihuly gardens and tram just across the street. museums imax theatre. very centrally located.balinout,thank you for staying with us next to the space needle! we love our incredible location and are ecstatic that you felt the same way. as one of the newest members to the hyatt family, we are more than appreciative of your feedback and am glad to see you enjoyed your stay. we pride ourselves on our guest satisfaction and hope to see you again soon in the near future.sarah junge",great location
hyatt house seattle/downtown,5,"very nice pleasant stay... really enjoyed the hotel and the staff were friendly.. room plenty of space and it was quiet outside.. could not hear monorail.. great... worth the price.... the breakfast is good as well. great value ........ front desk staff all very helpful. i would return to this hotel again for sure.dear susandy7842gy,thank you for completing our a tripadvisor review regarding your recent stay at our hotel and i am happy to hear that our location and helpful staff helped make your stay great! please know that your feedback is extremely valuable to us and we will utilize your response to make every guest experience the best it can be. i greatly appreciate your kind words and they will be celebrated with the entire team. if i can be of any assistance to you, please contact me directly. we look forward to being of service to you in the near future. we thank you for your business! sincerely, jonathan",great
hyatt house seattle/downtown,5,"wow, what a great experience! this hotel is located at the base of the space needle and is convienient to the best seattle has to offer. the suite was well appointed, clean and had an excellent views. the area of belltown offers a variety of restraints an bars. the hotel staff was very friendly and had a plethora of recommendations and suggestions as well as, provided a friendly atmosphere and service.","wow, excellent experience!"
hyatt house seattle/downtown,4,"steps away from the space needle and museums. shuttle can get you to downtown or walking distance. there is no need to rent a car if you plan to stay within seattle. hotel parking is expensive at 25/daylaura c,thank you for staying with us next to the space needle! we love our incredible location and are ecstatic that you felt the same way. as one of the newest members to the hyatt family, we are more than appreciative of your feedback and am glad to see you enjoyed your stay. we pride ourselves on our guest satisfaction and hope to see you again soon in the near future.sarah junge",great location
hyatt house seattle/downtown,4,"our room looked directly at the space needle. it was centrally located and allowed us to walk all over the city. the staff were very courteous and responsive. the breakfast and courtesy coffee tea was good. 340tbl,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. we value the feedback from our guests and are always striving to improve our guests stay. please let us know when you return as wed love to welcome you back as our guest.sarah junge",great location!
hyatt house seattle/downtown,5,"very nice hotel. perfect location for space needle, pike place, belltown and pioneer. next to the monrail. room was very nice and relaxing. modern furnishings. the staff was very polite. breakfast was excellent, with a full buffet and omelet bar.",excellent last minute choice
hyatt house seattle/downtown,5,"i cannot recommend this hotel enough. there are so many hotels to choose from near the space needle and i am so glad i picked this one. it's location can't be beat. (literally across the street from the space needle). ashaunti checked me in early and the staff went above and beyond to welcome me on my birthday weekend with a card and box of goodies. it was lovely! the complimentary hot breakfast with omelet bar can't be beat to start the day. there is a wide variety of food and beverage for breakfast and always coffee/tea/lemon water in the lobby. it's a newer hotel and is energy efficient. i love the security measure of needing a room key to use the elevator. everyone greets you with a smile and hello. the room is clean and spacious and the bed is super comfortable. there is free wifi and also a free shuttle to anywhere within 1 mile. if you're going to seattle for the space needle, chihuly, public market, etc you must stay at the hyatt house. it is a wonderful hotel!!","highly recommended, great location"
hyatt house seattle/downtown,2,"we arrived quite early so weren't surprised that we couldn't check in. we were told the room was clean but hadn't been inspected yet. we took the shuttle to pike place market for a long lunch then put our 85-year-old mother in an uber to go back to the hotel. it still hadn't been inspected so she had to sit in the lobby till it was ready. we were thrilled with our view of emp, space needle and chihuly garden. we had a 1-bedroom suite which is just a regular room with a partial wall to separate the sofa bed from the queen beds. we slept 6 fairly comfortably. twice when we wanted to shuttle back to the hotel we couldn't get anyone at the front desk to pick up the phone. in the afternoon it took over an hour to finally get a shuttle and since it was a different driver he had a different pick-up place. we almost missed it but happened to look around the corner and half a block up then ran to catch it. after dinner when we again couldn't get through to the desk we called central reservations because they always answer the phone. they tried for 20 minutes to get through to our hotel and couldn't. they finally told us to take a taxi or an uber and we would be reimbursed. sure enough - standard practice. when we got back to the hotel the only person at the front desk told his sad story of being so tired and groggy because he had worked a graveyard shift the night before and was the only person at the desk for 2 hours. there was the shuttle driver sitting with nothing to do because if no one answers the phone and finds out where he needs to go he can't actually go anywhere. very frustrating! on the plus side - breakfast was very good. this place is way overpriced though (over 400 for one night) and not the standard one expects from a hyatt.dear jenh,thank you for taking the time to review the hyatt house seattle and thank you very much for the feedback. we will use your comments to improve our hotels operations. i am sorry that your room was not ready by the time you returned for your day out. also to hear your experience with our front desk and shuttle staff is disheartening. the issues you experience will be addressed. again i apologize that your stay did not go smoothly as it should have. i hope that you will give us another opportunity the next time you are in town and feel free to contact me directly so i can assist with your next stay personally. sincerely,jonathan","great view, comfortable room, grossly understaffed"
hyatt house seattle/downtown,4,"it's a nice hotel, but could use some work. staff is clearly overworked and they seem short handed. only 2-elevators and one was not working one day i was there. only one goes to the parking garage. one day breakfast was basically out of food by 8:30am, and it goes until 9:30. 45-min wait for a 1-egg omelet at the omelet bar. rooms are very clean, showers are weak, but a nice size. bed was good, towels were good. nice to have a full kitchen even if i did not use it. tv selection is limited, less than most hotels. rooms were very quiet, could not hear the street noise too much. ask in advance if you want a view other than a tram and mc.donalds. the space needle is on the other side. overall if you can get a good rate, it's worth booking. no room service at this location.",clean hotel - nice jr. suites - safe parking (overpriced)
hyatt house seattle/downtown,5,"we stayed here on returning from our alaska cruise. i want to initially point out that this is expensive, our room was 289++all of the taxes 329.00. the hyatt is nice but the reason for the price is that you can walk across the street to the space needle, chihoulys' museum of glass, the science center and other seattle attractions. you are also within a healthy persons walking distance to pike place market. i will say the room was very nice and ours had a view of the space needle. there is a nice breakfast complete with an omlette station. one of the nicer brekkes that we have experience in a hotel. during the day the dining room is also a restaurant which was quite busy with the locals. after a full day at the needle, chihouleys, the science center ect. we stopped at the restaurant for a burger to consider for my burger blog. i ordered the hyatt burger as it appeared to be their signature burger 7.50. we had a little bit of a wait but nothing out of the ordinary. when the burger came it looked delicious and it was!! it wasn't fancy but the taste was phenomenal and i have rated this burger as the third best have ever had! hand patted patty seasoned to perfection, fresh crispy lettuce, thinly slice onion (tasted like a walla walla), firm ripe tomato, a secret sauce that i wish i knew how to duplicate (not ketchup and mayonaise). the simplicity of the burgers construction and the seasoning is the reason for what i call a resounding triumph! this burger is/was so (expletive deleted) excellent that both of us wolfed it down, i even enjoyed the lingering taste left behind. it was a shame to wash it down with a dark ale, but it even made the ale taste better. then we received a bonus surprise. because we waited too long for the burger (didn't seem like it) the meal was comped. wow, one of the best burgers in the world and it was free. that never happens, but it did this visit. after learning of the comp, i had to share with the waitress and cook just how fine it truly was. i also told them to look for this review on trip advisor. i highly recommend that you stop here and have this burger if you are in the seattle area. i know i will !!dear beerdamage,thank you for taking the time out of your day to review the hyatt house downtown seattle! we very much appreciate your feedback. i am so glad to hear that you thought our hotels location and hbar was the best. i can tell from your trip advisor name that you must know a thing about beer and so the compliment is very much a welcome one. i will pass onto the hbar staff and the rest of my team your kind words. anytime we can make our guests stay a 5 star experience we know we succeeded! we sincerely appreciate the recommendation on our awesome burgers as well. we very much hope to see you again soon not just as our guests at hotel but in our hbar! sincerely,jon","amazing location, amazing burger"
hyatt house seattle/downtown,5,"excellent hotel in downtown across from space-needle, museums, eateries and other services. couldn't be happier with accommodations and customer service. room was comfy, clean and quiet. we were part of large group that traveled across the county for a wedding. rooms are set up with stools at a kitchen island along the sofa arrangement in living area, create a larger sitting area, making rooms comfortable for several people to meet or just for two to lounge comfortably in room between activities. larger hang out areas available in lobby and roof top make it a great place for a large group to mingle. staff was super nice, helping with early check-in an holding our luggage for several hours after our check-out. continental breakfast was a nice variety, hot and fresh. only thing i would change is to have lounge/restaurant area open for at least light lunch options and stay open through night. currently after breakfast it is closed and reopens at 4pm.","great location, great service, great stay!"
hyatt house seattle/downtown,4,located right across the street from the space needle it's a great choice to stay in seattle. downtown is just a couple of minutes driving or 15 minutes walking.our room had a small kitchen but the only bad thing is that aparently you need to bring your own pillows if you want to rest properly because the ones they have are terrible.,great location
hyatt house seattle/downtown,5,"to describe who is writing this, i was a single traveller with a 3-person party one floor down. my basic expectations are: clean-no trace of previous guests, good bed with bleach-white sheets. i don't really expect to be hosted, or served well, just not rudely. i didn't want to detract from my overall satisfaction with the accommodations, so i gave 5 stars. here are a couple of downsides: the desk person who checked us in was not fabulous. our party had split up for check-in, as there is nowhere for any parking besides the basement, and mcdonald's across the street, she decided to get tough with my mother, who had paid for the accommodations, and insist that the would not surrender all room keys until all parties were present. even though we are all responsible adults. so she had to walk across a downtown street, get me, and return to get a second room key, which was a bit wierd. when checking in, she asked if i needed a room with a view this sounded like an offer, so i asked if it would cost my mom less. no. the prices are all the same for that room type. do you need a room with a view at this point i'm a bit bothered and a bit offended, because she has avoided simply asking if she could give me an interior room as a favour to the hotel, which i would have gladly obliged, but it was starting to sound like special request - room with a view like i had requested a crib. she also gave us the usual pre-flight bathrooms down the hall blah-blah, never cracking a smile. she never mentioned that the elevators are super-confusing, with only one going down to the parade, so if you hit down from floor 7, you might get the lobby only car, might not, it's completely random. even if it seems no one else is using the elevators at all. the stairs will not take you past floor 1 so us skip the wait and run the stairs folks do not have that option. so after check-in, we accidentally boarded the top-to-lobby elevator, trying to get down to the parade, and had a super-confusing time learning all these facts as we went. so ask how the elevators work, please. i took the interior room, which faces windows to the hall and other rooms. in such a room, it would be easy to accidentally see or be seen by other guests. in the afternoon i was watching tv, and could easily see the cleaning lady in the room across, the windows are only perhaps 8 feet apart. so privacy screen down, blackout shades pretty much all the time. otherwise this property is gorgeous, has a charming rooftop courtyard with bbq and firepit, the fitness facility is ok, and the breakfast is included and hyatt standard which i love! you should know that you cannot get access to the parade in any way without a key, my mom lost the key while sorting out the rooms, and we got stuck with a car behind us while she had a panic attack. a phone attached to the card reader links you to the front desk.......eventually. very eventually.cclelland2016,we are thrilled to hear the hyatt house met your needs and appreciate the positive feedback. im glad you were able to take advantage of the rooftop terrace, fitness center and the complimentary breakfast spread in the morning. its wonderful to know when guests have a comfortable stay as we are grateful of the comments. we look forward to your next visit in seattle!sarah junge",fabulous hotel under the space needle
hyatt house seattle/downtown,5,"we stay here every year for the bluejays series and just love everything about this hotel. they are dog friendly!! have a great location, have the biggest most spacious rooms in all of seattle. the roof top patios is a great addition to the space and give you a beautiful spot to enjoy the seattle views. and the happy hour is well worth the visit even if not staying at the hotel. looking forward to next year already.",blue jays weekend in seatlle
hyatt house seattle/downtown,3,"pillows were perfect....but the room was stark and dull and not cozy, but it was very clean! expensive but close to the space needle and museums, and very close to monorail and ride the ducks (which was so much fun!) - so you'll save money on transportation.the staff was very helpful.breakfast buffet was okay but the same everyday.check out the rooftop terrace - wonderful views!arlofamily,we are thrilled to hear the hyatt house met your needs and appreciate the positive feedback. im glad you were able to take advantage of our perfect location next to the seattle center and the complimentary breakfast spread in the morning. its wonderful to know when guests have a comfortable stay as we are grateful of the comments. we look forward to your next visit in seattle!sarah junge",perfect location for tourists on foot
hyatt house seattle/downtown,5,"super friendly clean rooms great breakfast . stayed 5 days staff helped pick restaurants and provided shuttle transportation. can't say enough nice things about this hotel. location is right across from space needle! bonus.dear jessica m,thank you for sharing your experience at the hyatt house seattle! i am glad to hear you enjoyed our welcoming friendly service and great location. it is good to know that even though you did not originally pick our hotel that you would absolutely stay with us next time you are in town..we appreciate your business!thank you again for choosing hyatt house. sincerely,jon",stay here
