app_name,review_text
call of duty: world at war,"probably one of the better call of duty games. still has an active multiplayer community. definitely worth buying, especially because what used to be dlcs are included in the deal."
call of duty: world at war,"still my favourite call of duty title to date. (owned on ps3, x360, wii, pc) seven years on and im still quoting game dialogue in normal conversations."
call of duty: world at war,better graphics than infinite warfare
call of duty: world at war,back when call of duty was good.
call of duty: world at war,single player? pretty smart. multiplayer? pretty ♥♥♥♥in' smart. zombies with the ability to play thousands of different custom ma- fuuuuuuuuuuuuuuuuuucccccckkkkkkkkinnnnggggg *breaths in* geeeeeeeeeeeeeeeeeeeeeeeennnnnnnnnnnnnnnnnnniiiiiiiiiiiiiiiiiiiiiiiiuuuuuuuuuuuussss. 9/10 zombies is like skyrim with guns. actually 8.5/10 unplayable.
call of duty: world at war,"this is a great game, almost no flaws with very good graphics for a 2008 game. i highly recommend this game for everything it has, multiplayer, campaign and zombies! custom maps are good too! you just need to find the right place to look! awesome game, treyach!"
call of duty: world at war,custom zombies makes this one of the best games on the steam store
call of duty: world at war,"let's be real, if you're buying this game today it's only for the zombies (and the very fun campaign!). sure the multiplayer is still there but it's a giant f&amp;#$fest which is only fun for a little bit before it get's old. the zombies mode, and more importantly, the modded zombies maps are what make this game. if you go on the steam waw forums you'll always manage to find people to play with if you don't already have friends to play it with. the custom made maps range from being absolutely horrifying to extremely comedic. there are probably hundreds if not thousands of maps online that you can download and play on (look up a tutorial on how to download them if you aren't sure). this leads to pretty much infinite entertainment. i'd definetly pick this game up, but if you're not sure, just look up modded waw zombies videos on youtube and see if you like them! btw i see people complaining that newer cod games don't have co-op campaign but the reason they don't have it is obvious - the new campaigns are so bad it'd be a waste of time and money to implement co-op campaign since nobody would want to play it."
call of duty: world at war,"i bought this game for one reason only ... custom zombies! first off, you'll never get bored of zombies as there are so much maps to pick from (there are websites with hundreds of maps).. literally it's endless.if you can get a few friends to buy it too and get all the same maps, it is just endless hours of fun. however i didn't think much of the multiplayer side of this game as i expected it to be like the console - full of hackers and no one playing. wow i was wrong! i went in to expect no one online. pressed refresh and hunders of severs and i had the option to filter it and only show servers that aren't modded. i even saw a few servers full of 40+ people playing! (yep! 40+ people playing in the one match of tdm and on the tiny maps-- it's just chaos in a good way). seriously, buy this game for campaign, multiplayer and zombies! worth all of your money and all of your hours! really fun and addictive. this is the game where call of duty was at it's best and if it wants to return to that, just remaster this f***ing game! a must buy! &lt;3"
call of duty: world at war,custom maps. that is all.
call of duty: world at war,got banned by admin kid cause i had 10 killstreak. 10/10 nobody called my mom a ♥♥♥♥♥ in this one
call of duty: world at war,better than infinite warfare.
call of duty: world at war,"pros: + 2 different ww2 fronts + variety of weapons and scenarios + co-op campaign + zombie modes + mod support + still strong playerbase cons: - occasional graphical bugs &amp; glitches - ai issues in certain places - some problems with connecting to other players - meeting hackers comment: this game is fantastic. no need to build up tension when a game this good is reviewed. by no means is it a perfect game but surely a very good ww2 fps worth taking a look at. people who love ww2 shooters and war stories will get their fair share of epic scenes and combat. the variety is what shines, the fact that the missions don't get repetitive. this is thanks to 2 main campaign paths, one in the pacific and the other in europe (east front). yes, we have seen some scenarios in previous cod or moh games. but it matters little because it takes a different take on these which keeps it fresh. it has some flaws, like ai being weird in a couple of places, or the occasional glitch. but overall the campaign is great and what makes it even better is the co-op option. that being said it is not always easy to connect to your friends. same can be said for multiplayer in general but even though the game is old the playerbase remains quite steady. this might be partially because this is (so far) the last ww2 cod game and mod support was still a thing here. to top off the posibilities this is the first time we get zombie modes in cod. and it's glorious, especially custom zombies. playing these modes with friends is loads of fun! i recommend this game and i advise you to get some mods after you finish with the base experience. p.s.: ignore the play time, i played a ton of this back in the day but i don't own a cd/dvd drive anymore so i bought it again on steam to try it out"
call of duty: world at war,saw private gabe in the war-field. wanted to ask him where is gaben and he died in front of me and i laughed. gaben/10. best dying simulator ever.
call of duty: world at war,"face it no one really gets this game for the multiplayer, it's all for the custom zombies truly powerful review"
call of duty: world at war,"good community, fun multiplayer, awesome zombies and cool custom maps. 9/10 would bang"
call of duty: world at war,"damn good game ------------------------- theres two reasons why your here 1 your childhood 2 zombies --------------------------------- i love this game, not only is the campaign excellent but the zombies are very addicting to play but the core gameplay is so good ------------------- but the main reason you should buy this game is just how fun it is to play with friends. ---------------------------------- lastly its a very fair price for the content it has and if i can run it then you should to."
call of duty: world at war,"they should create more cods like this one, not like black ops 3, infinite warfare. that robots thing, technology, all ♥♥♥♥♥♥♥t."
call of duty: world at war,"this game is definitely worth the $20. filled with action, a great campaign and good multiplayer, it's a great buy. although the amount of hackers in this game is quite irritating, especially when you come across one in matchmaking, it's easy to see past it."
call of duty: world at war,"heads up, ♥♥♥ down. prepare for the best game ever. this game is truely one of the best games and probably the best call of duty game too. it has everything! ( i have probably over 200 hours on xbox ) you can either go in to multiplayer with 64 players and re-act world war 2 or you could jump in to zombie survival with over 9000 maps ( seriously ) or you could play a awesome campaign about fighting against the germans and imperial army while being either a american or a russian. and yes! it's a bit old now, but who cares!? it's still one of the best games out there. go get it gurl, you won't regret it!"
call of duty: world at war,"i only have 9 hours on pc but i have 1000s on console, this was probably and is the best call of duty i've ever played, multiplayer was amazing but it spawned the game mode 'zombies' that we know and love today, every time would get home from school all i wanted to do was play zombies and kick ♥♥♥ with friends. it helped me through so much ♥♥♥♥ in life and it kept my mind off things that were giving me problems at the time. i really hope they remake this game because in my eyes, it was and still is perfect."
call of duty: world at war,top notch.
call of duty: world at war,"the campaign is a classic, the multiplayer is addicting and fun, and the modded zombies is priceless. 10/10 one of the best games i ever played"
call of duty: world at war,"bought it for nostalgia, you mother ♥♥♥♥ers."
call of duty: world at war,ok so when i first played this game it was just a new call of duty game. but as i get to play it now on my pc i now know to true glory of this game and leared to love it. beast call of duty game ever!
call of duty: world at war,"this game has the best campaign in any of the games in it's franchise, i mean 4 player co-op campaing whats not to like?"
call of duty: world at war,. ─────────────────────────▄▀▄ ─────────────────────────█─█ ─────────────────────────█─█ ─────────────────────────█─█ ─────────────────────────█─█ ─────────────────────────█─█ ─────────────────────────█─▀█▀█▄ ─────────────────────────█──█──█ ─────────────────────────█▄▄█──▀█ ────────────────────────▄█──▄█▄─▀█ ────────────────────────█─▄█─█─█─█ ────────────────────────█──█─█─█─█ ────────────────────────█──█─█─█─█ ────▄█▄──▄█▄────────────█──▀▀█─█─█ ──▄█████████────────────▀█───█─█▄▀ ─▄███████████────────────██──▀▀─█ ▄█████████████────────────█─────█ ██████████───▀▀█▄─────────▀█────█ ████████───▀▀▀──█──────────█────█ ██████───────██─▀█─────────█────█ ████──▄──────────▀█────────█────█ ███──█──────▀▀█───▀█───────█────█ ███─▀─██──────█────▀█──────█────█ ███─────────────────▀█─────█────█ ███──────────────────█─────█────█ ███─────────────▄▀───█─────█────█ ████─────────▄▄██────█▄────█────█ ████────────██████────█────█────█ █████────█──███████▀──█───▄█▄▄▄▄█ ██▀▀██────▀─██▄──▄█───█───█─────█ ██▄──────────██████───█───█─────█ ─██▄────────────▄▄────█───█─────█ ─███████─────────────▄█───█─────█ ──██████─────────────█───█▀─────█ ──▄███████▄─────────▄█──█▀──────█ ─▄█─────▄▀▀▀█───────█───█───────█ ▄█────────█──█────▄███▀▀▀▀──────█ █──▄▀▀────────█──▄▀──█──────────█ █────█─────────█─────█──────────█ █────────▀█────█─────█─────────██ █───────────────█──▄█▀─────────█ █──────────██───█▀▀▀───────────█ █───────────────█──────────────█ █▄─────────────██──────────────█ ─█▄────────────█───────────────█ ──██▄────────▄███▀▀▀▀▀▄────────█ ─█▀─▀█▄────────▀█──────▀▄──────█ ─█────▀▀▀▀▄─────█────────▀─────█ ─█─────────▀▄──▀───────────────█ look son. a good cod game
call of duty: world at war,if i got this game for $60 i wouldn't even be mad. the campaign is worth it. very fun and the gore is a huge plus. treyarch did an awesome job with this game. unfortunately multiplayer servers are down. but campaign is loads of fun. love the gritty feeling of this game.
call of duty: world at war,"if you know how to intall a mod, this game can have a lifetime's worth of play time."
call of duty: world at war,the campaign is a lot of fun. but it's also so brutal and so violent that it makes you think. call of duty is good. just not good enough to be bought again and again every year. but world at war is definitely worth a purchase in my book.
call of duty: world at war,"buy this game. thats it, it is amazing"
call of duty: world at war,"the last cod to be set during wwii; also, the best one. good ol' times of call of duty. if you've got some spare bucks, spend them on this game, you will not regret it. pros: - online multiplayer still heavily populated after all these years; - neat campaign (pvt. petrenko rules); - nazi zombies :) cons: - as a historian, i'm stubborn as to accept weapons not being faction-locked (in online multiplayer, you have every weapon at your disposal, according to your level, but meh, many games are like that)."
call of duty: world at war,"excellent campaign, zombies &amp; mulitplayer that actually works! what's not to love? :d"
call of duty: world at war,"once upon a time, there was a call of duty game that, much like the others, recieved hate for being part of the cod francise. however, it had many great things that people consider groundbreaking in newer cods such as gore and interactive map elements (in the form of tanks). once upon a time, that game wasn't infested by hackers in multplayer. that game was call of duty world at war. a fantastic ww2 game that was on par with brothers in arms for showing how dark ww2 (or any war for that matter) was/can be. we had access to many weapons of devestation, from m1a1 bazookas, to m2-2 flamethrowers, and other feared weapons such as the mg42, or as many soldiers dubbed it, 'hitler's buzzsaw.' explosives and large calibre ammunition showed their true power when they ripped apart characters limb by limb, the flamethrower engulfed and charred the bodies of soldiers in true awe. but the experience doesn't just end with a heroic end to a dark and gritty campaign and 80+levels of multiplayer, oh no, for an extra, small map had made it into the game; nacht der untoten, night of the living dead. in a move that caught everyone, even many of the employees at treyarch, offguard, an extra mode was added into call of duty that would be immortalized as a icon of the series. nazi zombies. many players, myself included, spent countless hours having fun with this little surprise. and it didn't end there; more maps were added, and all treyarch games since have had it included, as if the modding community wasn't putting out enough maps as it was. but its time was cut short when modern warfare 2 came out the next year and as the fanbase moved on, the hackers moved in, polluting the public multiplayer lobbies like a cancer, making people less inclined to play the game. and so ends the story of call of duty world at war... or does it? no, the game won't die for a long time because of its dedicated custom map making community, creating more and more great zombies experiences each day."
call of duty: world at war,just buy the ♥♥♥♥ing game cuz its amazing
call of duty: world at war,"one of the few call of duty games actually worth your money and time. world at war is quite possibly the best cod of all time. it takes place in the second wolrd war and lets you play as not only the american marines fighting in japan, but the soviets fighting in germany. from what i've seen, people still play multiplayer. you also get the 3 zombie map dlcs with this purchase so that is a plus. if you enjoy shooters and are a history lover, this game is perfect."
call of duty: world at war,i'm only writing this so i can get a badge edit: some dude told me that i should write 'useful reviews' and 'contribute something helpful' so: its a pretty good game
call of duty: world at war,extremely sexy
call of duty: world at war,"arguably the best of the franchise and well populated. brilliantly nostalgic and still an absolute joy to play. punkbuster can be a problem however. 'call of duty' was and remains a franchise at the forefront of the online fps genre. dominating both console and pc alike, it's rivaled some would say, only by it's ea counterpart 'battlefield'; but 'world at war' was something else. released in 2008 it adapted and built perfectly on the foundations set the previous year by activision's installment in the series - 'modern warfare'. trearch's addition gave us features the likes of which we'd never seen in 'call of duty 4'. vehicles. tanks. though on face value a simple addtion, their inclusion was well implimented and appropriatley balanced. we were also graced with a slightly new approach to the killstreak system, seeing the introduction of attack dogs; along with a tweaked 'create-a-class' system made to feel more period accurate, with bolt action rifles becoming an entierly different weapon type paired with the ability to use their iron-sights, as apposed to being restricted to a telescopic sight. in terms of singleplayer, this installment saw you brave the horrors of wwii from both a russian and american perspective; battling the japanesse on iwo jima and beating down the 3rd reich from stalingrad to berlin. featuring the voice talents of keifer sutherland for the american sgt. roebuck, and gary oldman for the premier of the legendary hard-as-nails russian sniper - viktor reznov. the campaign is both compelling and fantasicaly written with mixes of close and ranged combat along a spectrum of locales beautifully designed and planned. the singleplayer is, as far as im concerned, unsurpassable by any other 'call of duty' game. however, my one biggest fault with 'call of duty: world at war' is the unfortunate lack of punkbuster support. the anti-cheat system which now seems abandoned and disused is still required to play some servers in online matchmaking. needing some google searching to find a download of the appropriate files to enable the system to work. although once this is done, the game plays fine and without further fault. oh, and not to mention. zombies. recommended?: yes. score: 9/10"
call of duty: world at war,great game! works on windows 8.1 and i have no problems! pros: *has zombies *costom zombies *no whinney 12 year olds *graphics aren't half bad *one of the best multiplayer for call of duty *costom multiplayer maps *so many mods!! con's: *you haven't bought it yet *it takes like an hour and a half to download
call of duty: world at war,"playing this f#cking game made me notice how much i miss the old ww2 fps games, instead of the new futuristic crap wars that this franchise keeps making up to keep milking blind fans. the thing is, every time i tried to finish this game something happens and i couldn't finish it. well, until now, that is. is this game worth it or not? as usual, i'm gonna explain the bad things it has first, although being honest there's not much wrong with it. first and foremost, the story is split in two different parts of ww2, the americans trying to get revenge after the pearl harbor mess and russia kicking some nazi ♥♥♥. and personally, the american part of the game needed some work. the characters are just so damn bland, even for cod standards. and it even tries to pull the 'suddenly killing an important character infront of you and you can't do anything about it' multiple times, and it fails to get anything because neither i know anything about those character, neither i even care about them. it just means i'll have a different american dumb#ss yelling at me every 10 seconds. going further with the american side of the story, while they offer some nice changes from the rest of the series, they repeat itself a bit too much. seriously, most of the american part of the game is spent crawling in trenches and holes in the ground. one of it's missions has one of the moments i most liked on the game, the whole level on the plane using all of those cool guns and it just makes me wonder why aren't there more of those and less damn holes in the ground. also, the game is kinda short. now sure, cod games always have a short story mode but hell, in modern warfare titles they make up a dumb story behind all of the pew pew pew democracy murrica, here they didn't really need to think of a story as it wrote itself years ago. it lasts around 4 to 5 hours, but will take you more on high difficulties. it ends with a good taste, but it's a bit needlessly short to my refined-afro-fueled taste. lastly, it has some gameplay issues, similar to what you would expect from the rest of this damn ♥♥♥♥♥d franchise. corpses freezing in mid-air, enemies doing nothing but spamming grenades on high difficulties, enemies respawining non-stop and even respawning in between your allies in insane places, that sort of stuff. seriously, don't even bother to use normal grenades in anything that isn't normal or easy difficulty, most times enemies will just pick them up and throw them back at your face. thank motherf#cking mother russia the soviet story has molotovs. all of that being said, what does the game have to offer? well, if you're played games such as the three original cod's or medal of honor (before it went modern warfare ripoff mode) then you'll know what to expect. the story, while being a bit bland on the american side, is quite engaging and fun to go through. specially the russian side of it, which feels like it was done by completely different people, as... ...well, the russian side it's just so f#cking good. amazing music, amazing levels, amazing characters and action, just why couldn't the game be all with them!? i'm not joking. weapons are also great. you know this sh#t feeling you get in pretty much all cod games that any weapon which isn't a sniper rifle or an assault weapon is trash? well, while shotguns still seem to be irrelevant on this game, you'll be surprised to find that pretty much all weapons are useful. i actually do suggest switching and trying them all to find what suits your style more. also, the american vs japan and russia vs nazis stories have different weapons completely, which is a good effort. something that also surprised me were the vehicle sections. both stories have a level in which you're in somewhat control of a vehicle, the americans being the multiple turrets of a big-#ss plane and the russians being a damn vodka-fueled tank of atomic destruction. both of them were actually quite fun, specially the plane one. the game also has coop, although i couldn't try it out this time. i bet it's fun, but i wanted to try it out by myself anyway. the coop that i did try is the nazi zombies mode a long time ago on the xbox360 of a friend, and that sh#t is fun as hell. is the game worth it, then? well, the problem is mainly the price. for 20€ i don't think it is. for that price, either wait for a sale that drops it to 5€ or lower, or just buy it on console, however i do recommend playing it. it's fun, and a good throwback to the classic cod's. tl;dr edition: think of modern warfare 1 but with vietnam flashes and the soviet union suplexing nazis. it's fun as hell, specially the coop with the nazi zombies unlockable mode, but 20€ is a bit way too much."
call of duty: world at war,"campaign: this is by far my favorite campaign in call of duty. the grim, brutal and graphic nature of the campaign really makes the game feel like world war 2, the deadliest war of all time. you play as the soviets against nazi germany in one campaign. you witness the beginning of the war with a grim scene of death and an enticing sniper battle. you then find yourself breaking into the heart of germany and the destruction of the fatherland. you also get to prove yourself as either an emotionless monster or a forgiving soul. you also play as the american's against the japanese. you will witness the japanese banzai tactics and guerilla warfare. you will go from hot, dry out in the open fighting to narrow caves and muddy, rainy hills. you will witness the downfall of the japanese empire from start to finish. both campaigns are very enticing and the missions, although action packed, are memorable and the environment/scenes make it seem realistic. multiplayer: the multiplayer is fun, although sadly their is no matchmaking for pc like their is on console. you have to search through the list of servers. a lot are crouch servers/tactical servers which can be a +1 or a -1. i'm personally fine with it. game also comes with all dlc's so you get all the maps. zombies: yes, zombies. the masterpiece of world at war. it all started here. you get all the zombie maps, plus there is hundreds of custom zombies maps that make the zombies experience endless. this is a big highlight of the pc version. you can easily play with your friends. you can do cheats as well. i'd say the zombies is the best reason to get the pc version over the console versions. graphics: pretty nice for their time. i wouldn't criticize it since the rest of the game makes up for it. overall 9.5/10 i take 0.5 off for the lack of matchmaking. otherwise i love waw and have played it on my friends accounts and have spent atleast 100 hrs on the ps3 version."
call of duty: world at war,worth it for custom zombies maps.
call of duty: world at war,"i love wwii, and this satified me :3 pros -one of the best cod games out there. -good campaign. -love the textures, even on worst video quality. -replaying able. -no dlc!&gt;.&lt; -co-op campaign and multiplayer are fun! -worth all the 25 euros' it cost. -reznooooooov are you reaaal! -kind of realistic, not like codbo2, ghost &amp; avanced warfare. -banzaaaaaaaai! &gt;.&lt; -one of the best wwii games out there (only beated by red orchestra, cod 2 &amp; men of war) -no dlc!&gt;.&lt; -no dlc!&gt;.&lt; -no dlc!&gt;.&lt; -no dlc!&gt;.&lt; -zombies are real :p cons -allways trying to get rid of the m4a1 thompson. doesnt like it at all in cod waw., even though i like it in real life and other games. -i think the campaign might be a little to short, for such a good game. overall -a really good game! 9/10"
call of duty: world at war,"best cod game on steam pro's : all dlc for free , custom zombies , nice co-op / campaign con's : more hacks in one lobby than fingers on one hand. 8/10 would mod zombies again"
call of duty: world at war,"leveled up 41 times on multiplayer all in 1 day. 10/10 - 70 on nacht der toten on first try, 10/10 - campaign was phenomenal. 10/10 - co/op campaign on veteran was fun 10/10 - ♥♥♥♥-ton of people all on one server. (max i saw was 64 people.) 9/10 - 1000xp to level up first 30 times 3/10 - graphics ran 200fps capped. 10/10 - audio was not turned on so i can beat at my own pace. -/10 - gameplay score overall - 9.5/10"
call of duty: world at war,"the good old nostalgia. however, unless you have mods or friends who also own waw, it'll be hard to play zombies with a lan party. but again, it was realeased in 2008 so............... finally, it really is worth playing. in other words, when cod was good. r.i.p. cod, you'll be missed. (until battlefield 1 comes out........)"
call of duty: world at war,"cod is like a old model, used to be hot and sexy, but now she's old and it doesnt matter how much makeup she uses because she will never look as good as she used to! rip good cod call of duty 1 - call of duty mw2"
call of duty: world at war,"writing a full-fledged review for this game would take forever, so i'm just gonna do the traditional pros and cons format. pros: +fantastic campaign that keeps you on edge, really expresses the horrors of war +memborable characters +great multi-player, especially with mods, which provide hours of fun +custom zomibies. custom maps, weapons from cod4, space, an airport, you name it +voice talents of keifer sutherland and gary oldman +great price, even better if you can get it during a sale +co-op campaign allows you to experience the joys of the campaign with up to 3 friends +great graphics for its time +wonderfully orchestrated soundtrack ♥♥♥♥ it, i'll be here for a while. cons: -glitches in the campaign -almost no vanilla servers -character models are bugged at the end of the fifth mission -lots of hackers in multi-player 10/10, buy it now"
call of duty: world at war,the last call of duty game worth playing.
call of duty: world at war,simply the game of my life.
call of duty: world at war,"call of duty: world at war. the last game before all the ♥♥♥♥♥♥ pc ports of the call of duty series. world at war (waw) is the fifth iteration in the arcade shooter series that brings wwii elements in the cod universe. waw is made by treyarch a company that has made titles such as 'call of duty: 2' and 'call of duty: 3', so if you have played those you're in for a similar experience just much more shiny. the cod series also has another developer (infinity ward) that switches off on each of the series's games. waw brings a whole new part of the series. a 4-player cooperative game-mode named 'nazi zombies'. the new experience compiles intuitive gameplay like finding the best parts of a level to kill the undead or find out what weapons do the most damage.the campaign is 5-8 hours of shooting mindless enemies on set pieces arranging from the heart of russia to nazi trenches. the multiplayer is class based with a perk system and customizable weapons. if you manage to get a certain amount of kills in a row you earn special kill-streaks. 3 kills is a uav, 5 kills is an artillery strike, and 8 kills in a row you call in dogs to rip your enemies apart. overall call of duty: world at war is a great buy if you like shooting up hordes of zombies all night with your friends. or if you want to have a good time killing your way to the top in the leaderboards on multiplayer. either way your going to have a good time with this game."
call of duty: world at war,pros: unique custom maps with hundreds of features great modding commuinity multiplayer works one of the best cod games to date decent graphics even for 2015 imo since this is mainly arcade cons: mods arent directly in steam workshop though to me it isnt really a problem some maps are hard load without someone informing you of how to use the console this game is a must for me if you enjoy arcade style zombie games etc. the custom maps are amazing and make this much more than just a regular cod game.
call of duty: world at war,this is by far the best call of duty i´ve ever played!!
call of duty: world at war,just great on pc...
call of duty: world at war,"*sigh* god damn i love this game. even with out mods its amazing. from the single player campaign, the flawless multiplayer to the classic zombies, world at war has never ceased to amaze me. 10/10"
call of duty: world at war,"after purchasing a gaming computer, this was one of the first games i downloaded. the best purchase i have made on steam. when world at war first came out, i only had an xbox. i'd watch videos on youtube of custom made zombie maps and i would weep silently as i was restricted to the stock &amp; dlc maps (which are still amazing). call of duty: world at war for pc gaming is everything i thought it would be and so much more. pros: - multiplayer is still popular, i'm normally playing in a server with between 14-40 people. - nazi zombies, with hundreds of custom player made maps. - has 10 prestiges (unlike cod: 4) i find love that they added this for waw. through prestiging, you can unlock 5 additional custom classes, for a total of 10 customizable classes. - singleplayer is incredibly fun and well done. i'm a sucker for ww2 games, so i admit that i am biased. - explosions and certain weapons will dismember enemies. cons: - if you aren't with friends, or you haven't gone onto an online community to play nazi zombies/custom nz, you will more than likely not be able to find a game with a decent ping, which restricts you to sp nazi zombies. you can use cheats to help you out, if need be. - still has a few bugs here and there. the map downfall occasionally crashes my game, and i will occasionally get kicked from servers upon loading new maps. - depending on the server, there will be hackers/try hards/cry babies/trolls. enable punkbuster and you should be okay (for hackers). i also tend to frequent the same 2 servers, which are usually monitored with an admin, and has a clan website where players can upload demos of suspected hackers. - i find 20$ to be excessive for an 8 year old game (call me cheap idk), so i waited for it to go on sale and grabbed it for 10$ all in all, i have to give this a 9/10. the ability to play on customized zombie maps/mods allows you to spend hours trying out new maps or mods. i've been playing the zombie realism mod, which adds in a ranking system, custom classes, prestige mode, weapon challenges, and more. there aren't many 8 year old games that i can still have fun playing, but world at war is definitely one of them."
call of duty: world at war,'you were killed by a grenade. watch out for the grenade danger indicator.' this is a message or tip that you will see quite frequently throughout world at war's campaign on the higher difficulties; hardened and veteran. this is due to the fact that more grenades are thrown at you in this game than there were manufactured during world war ii.
call of duty: world at war,i love this game. brings back old times.
call of duty: world at war,"pretty good game, arguably the last good cod."
call of duty: world at war,why should you get world at war? it's pretty much obvious...
call of duty: world at war,the best game with zombie mode!
call of duty: world at war,"in my opinion, this is a nearly perfect game. it has an ok story, but you will overlook that very quickly as the gameplay and atmosphere captures the horror of world war 2 flawlessly, in both plot lines. in the first plot line, you play as an american soldier battling the japanese, trying to capture an island that is full of booby traps and relentless enemies. this is a very cool way to play, with close quarters combat and ambushes aplenty, making the gameplay very suspenseful. in the other plotline, you play as a russian soldier, firstly trying desperately to survive during a massive german invasion of a russian town, then four years later, in 1945, you enter germany and berlin and brutally crush the german empire in what is a very satisfying set of levels. the first mission where you play as the russian soldier is absolutely groundbreaking, filled with suspense and a dark, powerful atmosphere as you try to escape from the overkill that are the nazis. gameplay is your average call of duty game, it's fun and addictive, but on harder difficulty modes, it is extremely frustrating. even on the easiest difficulty, you can bet that enemies will throw 3 grenades all aimed at you with no time to react. the campaign is very entertaining and while short it has plenty of powerful moments, especially the ending, that was one of the best moments in a game, ever. the game looks absolutely beautiful, for a person that has to run payday 2 on lowest settings windowed to get 30 fps it looks fantastic, even on lowest settings. the music is stunning, even right when you start the game you hear a track that grabs you into the game. sadly, campaign co-op is dead and no-one plays it, so be sure to get friends if you want to play the campaign with someone. multiplayer is very good. on the xbox 360 and playstation 3 versions of the game, it is notorious for everyone to hack and spoil the game. oddly, on the pc version, where it is far easier to cheat, you barely see any cheaters. in general, multiplayer is very well alive and still has a lot of players to this very day, which is good, because multiplayer is very entertaining and amusing to playthrough online. last, but certainly not least, the arcade-style nazi zombies mode. this is one of the best modes ever to be added to a video game, and would you believe it was added last minute? while the zombies mode in call of duty: black ops is flawless and (for some extra money) contains all the waw maps remastered, it's still incredibly fun, and if you ask a friend to play zombies with you, they usually accept. overall, this is an excellent game and one that should definitely be in your steam library. just, don't get it full price, for this old of a game paying £20 is just plain stupid."
call of duty: world at war,remember when call of duty had no dlc........ pepperidge farm remembers.
call of duty: world at war,"difficulty: just right the bottom line: just plain fun/great score: 8.0 note: this game been tried out and reviewed in offline mode or on another steam account and or consoles. it may be a re-skin of cod4 but that just means the good war is back and it's better then ever. despite the grumblings of many, world at war shows there is still a lot of fight left in wwii as a setting. and despite some obvious shortcomings, like the broken audio and straightforward story, world at war is every bit as intense, polished and fun as it's predecessor. the presentation is top notch, with cutscenes that mix real wartime footage with sleek, modern graphics. the short singleplayer campaign is helped by a terrific multiplayer and co-op portion as well as the ever fun nazi mode. world at war doesn't reinvent the wheel by staying snugly in modern warfare's shadow, but it does make for a thrilling and enjoyable ride that fans of wwii and shooters alike are sure to appreciate."
call of duty: world at war,"best call of duty ever made, buy this while its alive because i dont expect any good call of dutys soon"
call of duty: world at war,a very cool game with great nazi zombies co-op :)) great game !!!!
call of duty: world at war,amazingly fun and great community!
call of duty: world at war,"before you criticize my review based on my playtime shown above, i have played this game an absolute ♥♥♥♥ ton on console. with that being said... campaign: it's fun if you're into it. multiplayer: haven't touched it though i assume it's dead. zombies: the reason you should get this game. all the dlc is included free of charge so you don't have to mess with paying more for zombie maps. also, there are tons of custom zombie maps that people have made so you will pretty much never get bored of zombies. the game is incredibly user friendly when loading up custom zombie maps from online so you don't have to install any bull sh*t mods or program to use them. also, while there are some mediocre zombie maps, there are also a ton of well designed maps that in some cases due to easter eggs or new features outshine the ones that the game comes with. to add, because zombies on black ops 1 and 2 aren't exactly mod friendly, custom map makers have turned to integrating a lot of bo1 and bo2 zombies features in world at war. from guns to perks like mule kick and extra pack a punch features like cool looking skins for guns when you pack a punch it, these custom maps become more than just a room with spawn points. hell, there's even buyable endings where you can literally beat the map after you rack up enough points depending on what it's set at (do not confuse buyable with actually having to buy and ending with real money, it's all using the in game points so don't worry about having to pay for extra sh*t. though this may seem like a lot, or a little if you're a skeptic, this is just a surface level review of what there is to offer in this game through custom zombie maps. you do not have to pay for any map that you download (that i know of) and there's plenty of ways to get these maps. personally, i just go to youtube and watch well known zombie players playing custom maps that they think are cool and conveniently they link the download to the map. pretty trusted resource cause, you know, the internet would never lie to me. anyways, here's a tl;dr get this game mainly for zombies. all dlc included and custom maps are easily available and easy to use. imo the custom maps are better than the original ones. worth. 10/10"
call of duty: world at war,this game is the ♥♥♥♥! best campaign ever + zombies + mods + friends + other stuff = mind blown mathmatical ♥♥♥♥! p.s did i mention you can drive tanks? in multiplayer!!!11!!
call of duty: world at war,you'll be saying waw.
call of duty: world at war,i never thought i would of played a zombie map made entirly out of cheese until i bought this.
call of duty: world at war,'golden joystick award for multiplayer game of the year'&gt;&gt;&gt;&gt;says it all really!!!.
call of duty: world at war,this is the best wwii call of duty !! sadly it has short campaign :(
call of duty: world at war,"ok..... lets be real... waw xbox 360 or ps3 complete waste of money. the pc version how ever... it literly has 1000's of hours of play time becuase of the ability to get custom maps for zombies!.... if you are a cod zombies fan and you don't own this already tf are you doing with your life. even when this game is at full price its worth it for a !!!!cod zombies fan!!!!.... if in actual case you are a multiplayer fan and u can afford one of the new titles or your potato can't run it i repeat do not think that a game that is very old is going to be a good replacement! you truly have forgoten the face o your father! if you reviewed this game as hacker is multiplayer glitches is multiplayer.... i mean what did u expect! the multiplayer is crawling with hackers and glitchers, this game is only worth getting if you play zombies! if you think your going to get this and actually play multiplayer and enjoy it, where have u been under a rock everyone and his mother knows you only buy this game for zombies! get a life get a better computer or a newer version of cod.. this game, in no way is it a waste of money, if you think it is your the waste, i repeat do what you have to, to get a better computer or more money and stop complaining!"
call of duty: world at war,"great game i recomend it. but only for single player or coop zombies. but if you're getting it for the multiplayer don't even bother. the game litteraly has 0 servers in multiplayer. maybe for you, servers actually show up on the list, but not for me."
